#filename	date	concept_num	concept
19816939	2010-03-29	Liver cancer	1
23694797	2013-05-22	Bile duct cancer	2
23694797	2013-05-22	Liver cancer	2
22088438	2012-01-09	Bile duct cancer	4
15844021	2005-04-21	Esophageal cancer	1
15844021	2005-04-21	Pancreatic Cancer	1
15844021	2005-04-21	Colorectal cancer	1
20981221	2010-10-28	Liver cancer	3
19098415	2008-12-22	Bile duct cancer	3
19098415	2008-12-22	Liver cancer	1
2424591	1986-08-18	Stomach cancer	1
2424591	1986-08-18	Liver cancer	2
14527906	2003-10-06	Bile duct cancer	6
15794670	2005-03-29	Bile duct cancer	8
21083802	2011-02-01	Liver cancer	5
23899605	2013-11-11	Liver cancer	1
2148231	1991-02-07	Bile duct cancer	3
11994981	2002-05-23	Liver cancer	2
18392709	2008-04-08	Pancreatic Cancer	1
18392709	2008-04-08	Bile duct cancer	5
12649372	2003-03-21	Bile duct cancer	3
21113018	2011-03-31	Bile duct cancer	4
22751468	2012-08-07	Bile duct cancer	12
15313687	2004-08-17	Bile duct cancer	5
23220169	2013-04-22	Pancreatic Cancer	1
24179612	2013-11-01	Liver cancer	1
27622582	2016-09-13	Bile duct cancer	5
25025063	2014-07-15	Bile duct cancer	5
14551510	2003-10-10	Bile duct cancer	6
21494118	2011-07-21	Bile duct cancer	11
24186075	2014-03-27	Bile duct cancer	8
28100188	2017-01-19	Liver cancer	6
25245603	2014-12-02	Bile duct cancer	4
25245603	2014-12-02	Colorectal cancer	1
8509441	1993-07-09	Bile duct cancer	1
20967759	2011-01-21	Liver cancer	4
9096589	1997-05-01	Liver cancer	9
20480259	2010-10-19	Bile duct cancer	2
18212225	2008-01-23	Bile duct cancer	7
17048996	2006-10-19	Bile duct cancer	1
21471753	2011-04-07	Colorectal cancer	3
14555939	2003-10-13	Bile duct cancer	3
25559326	2015-05-19	Liver cancer	1
21094052	2011-09-29	Bile duct cancer	4
23232581	2013-08-09	Bile duct cancer	6
24581462	2014-03-03	Liver cancer	4
16940726	2006-09-21	Bile duct cancer	1
9732948	1998-09-15	Bile duct cancer	2
21267990	2011-06-09	Liver cancer	6
