#filename	date	concept_num	concept
16098254	2005-08-15	Colorectal cancer	2
23072722	2012-12-17	Colorectal cancer	2
19059062	2008-12-08	Colorectal cancer	1
21701559	2011-08-03	Colorectal cancer	1
20087880	2010-03-09	Colorectal cancer	3
19504173	2009-11-02	Colorectal cancer	4
20617580	2010-07-09	Colorectal cancer	8
8402638	1993-11-02	Colorectal cancer	3
8084595	1994-10-13	Colorectal cancer	4
15492824	2004-10-19	Colorectal cancer	4
16488889	2006-05-15	Colorectal cancer	2
22026926	2011-11-17	Colorectal cancer	4
15800914	2005-05-30	Pancreatic Cancer	1
15800914	2005-05-30	Colorectal cancer	2
15800914	2005-05-30	Liver cancer	1
15266315	2004-08-25	Colorectal cancer	4
2070229	1991-08-22	Colorectal cancer	3
16454848	2006-02-03	Colorectal cancer	3
22723336	2012-09-10	Colorectal cancer	3
24142639	2013-10-21	Colorectal cancer	7
15905197	2005-09-19	Colorectal cancer	4
16800822	2006-07-25	Colorectal cancer	5
9500195	1998-03-20	Colorectal cancer	2
10806811	2000-06-21	Stomach cancer	5
10806811	2000-06-21	Colorectal cancer	1
17649785	2007-07-25	Colorectal cancer	4
22266356	2012-02-20	Colorectal cancer	10
14699482	2003-12-30	Colorectal cancer	3
11820781	2002-01-31	Colorectal cancer	3
22030865	2011-11-29	Colorectal cancer	4
18366060	2008-04-16	Colorectal cancer	3
11585722	2001-10-04	Colorectal cancer	3
22899730	2012-10-09	Colorectal cancer	10
15219944	2004-06-28	Colorectal cancer	4
9683274	1998-08-06	Colorectal cancer	1
12657723	2003-03-26	Colorectal cancer	1
12234995	2002-09-17	Colorectal cancer	4
21538054	2011-08-22	Colorectal cancer	10
12845674	2003-07-07	Colorectal cancer	1
17333181	2007-10-02	Colorectal cancer	3
18708397	2008-08-18	Colorectal cancer	2
17611704	2007-07-05	Pancreatic Cancer	1
17611704	2007-07-05	Stomach cancer	1
17611704	2007-07-05	Colorectal cancer	1
22869096	2012-08-23	Colorectal cancer	1
16061862	2005-08-02	Stomach cancer	2
16061862	2005-08-02	Colorectal cancer	2
19738391	2009-09-24	Colorectal cancer	1
16261345	2005-12-06	Colorectal cancer	6
11195457	2001-01-22	Colorectal cancer	1
16518810	2006-03-28	Colorectal cancer	3
12609762	2003-02-28	Colorectal cancer	2
23157824	2012-11-19	Colorectal cancer	17
10630977	2000-01-27	Colorectal cancer	1
16036105	2005-07-22	Colorectal cancer	9
22675430	2012-06-07	Colorectal cancer	2
18955490	2008-12-16	Colorectal cancer	2
10958786	2000-09-07	Colorectal cancer	1
21961097	2011-09-30	Colorectal cancer	8
7584059	1995-12-27	Colorectal cancer	1
22768866	2012-07-09	Colorectal cancer	8
